"occurrence_id","aircraft_id","registration","operator_id","equipment","manufacturer","model","engine_type","engines_amount","takeoff_max_weight..Lbs.","seatings_amount","year_manufacture","registration_country","registration_category","registration_aviation","origin_flight","destination_flight","operation_phase","type_operation","damage_level","fatalities_amount","classification","type.of.occurrence","localization","fu","country","aerodrome","occurrence_day","time","under_investigation","investigating_command","investigation_status","report_number","published_report","publication_day","recommendation_amount","aircrafts_involved","takeoff"
37815,10309,"PPKFC",221,"AIRPLANE","AEROMOT","AMT-200","PISTON",1,1873,2,2000,"BRAZIL","PRI","INSTRUCTION","****","SBML","TAKEOFF","INSTRUCTION","SUBSTANTIAL",NA,"ACCIDENT","ANOTHER TYPES","LIMEIRA","SP","BRAZIL","****","2009-06-06","17:00:00","YES","SERIPA-4","IN PROGRESS","UNDEFINED",NA,"",0,1,NA
37876,2511,"PPGQA",169,"AIRPLANE","AERO BOERO","AB-115","PISTON",1,1697,2,1993,"BRAZIL","PRI","INSTRUCTION","SSCN","SSCN","RUN AFTER LANDING","INSTRUCTION","LIGHT",NA,"SERIOUS INCIDENT","LOSS OF CONTROL ON THE GROUND","CANELA","RS","BRAZIL","****","2009-06-14","20:20:00","YES","SERIPA-5","FINISHED","",1,"2010-04-28",8,1,NA
38055,10334,"PREJK",1821,"AIRPLANE","CESSNA AIRCRAFT","152","PISTON",1,1668,2,1979,"BRAZIL","PRI","INSTRUCTION","SBJD","SBJD","LANDING","INSTRUCTION","SUBSTANTIAL",NA,"ACCIDENT","HARD LANDING","JUNDIAÍ","SP","BRAZIL","****","2009-07-07","15:40:00","YES","SERIPA-4","FINISHED","",1,"2011-08-29",5,1,NA
38075,10335,"PTEOV",3992,"AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","EMB-720C","PISTON",1,3399,7,1978,"BRAZIL","TPP","PRIVATE","SBIZ","SBBE","TAKEOFF","PRIVATE","SUBSTANTIAL",NA,"ACCIDENT","ENGINE FAILURE DURING THE FLIGHT","PRATINHA","MG","BRAZIL","****","2009-07-12","12:50:00","YES","SERIPA-1","IN PROGRESS","UNDEFINED",NA,"",0,1,NA
38176,9365,"PTDGK",4770,"AIRPLANE","CESSNA AIRCRAFT","U206C","PISTON",1,3600,6,1968,"BRAZIL","TPX","AEROTAXI","****","SBJC","CRUISE","AEROTAXI","DESTROYED",NA,"ACCIDENT","ENGINE FAILURE DURING THE FLIGHT","CAMETÁ","PA","BRAZIL","****","2009-06-26","17:00:00","YES","SERIPA-1","FINISHED","",1,"2010-06-10",1,1,NA
38255,4310,"PTRFU",2507,"AIRPLANE","EMBRAER","EMB-810C","PISTON",2,4570,6,1980,"BRAZIL","TPX","AEROTAXI","SBIZ","SBBE","ASCENSION","AEROTAXI","SUBSTANTIAL",NA,"ACCIDENT","UNKNOWN","IMPERATRIZ","MA","BRAZIL","SBIZ","2009-07-03","18:35:00","YES","SERIPA-1","FINISHED","",1,"2009-07-31",3,1,NA
38278,10376,"PTODP",1541,"AMPHIBIOUS","CONSOLIDATED","LAKE 250","PISTON",1,3139,4,1980,"BRAZIL","ADE","DIRECT ADMINISTRATION","****","****","RUSH ON THE GROUND","POLICIAL","SUBSTANTIAL",NA,"ACCIDENT","LOSS OF CONTROL ON THE GROUND","ARUANÃ","GO","BRAZIL","****","2009-07-18","14:30:00","YES","SERIPA-6","FINISHED","",1,"2009-10-09",7,1,NA
38279,10377,"N8540A",3992,"AIRPLANE","BEECH AIRCRAFT","A35","PISTON",1,2649,0,1949,"USA","TPP","PRIVATE","****","****","TRAFFIC CIRCUIT","UNKNOWN","SUBSTANTIAL",NA,"ACCIDENT","ENGINE FAILURE DURING THE FLIGHT","CURITIBA","PR","BRAZIL","****","2009-07-07","18:40:00","YES","SERIPA-5","IN PROGRESS","UNDEFINED",NA,"",0,1,NA
38280,895,"PTLSO",3259,"AIRPLANE","BEECH AIRCRAFT","C90","TURBOPROP",2,9649,10,1978,"BRAZIL","TPX","AEROTAXI","****","****","ASCENSION","AEROTAXI","LIGHT",NA,"SERIOUS INCIDENT","LOSS OF COMPONENT DURING THE FLIGHT","MINAS NOVAS","MG","BRAZIL","****","2009-07-19","14:40:00","YES","SERIPA-3","IN PROGRESS","UNDEFINED",NA,"",0,1,NA
38316,1899,"PPGOI",268,"AIRPLANE","AERO BOERO","AB-115","PISTON",1,1697,2,1993,"BRAZIL","PRI","INSTRUCTION","SSSC","SSSC","RUN AFTER LANDING","INSTRUCTION","SUBSTANTIAL",NA,"ACCIDENT","LOSS OF CONTROL ON THE GROUND","SANTA CRUZ DO SUL","RS","BRAZIL","****","2009-07-28","18:00:00","YES","SERIPA-5","FINISHED","",1,"2009-09-18",1,1,1
38335,889,"PTNKH",283,"AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","EMB-711C","PISTON",1,2649,4,1977,"BRAZIL","PRI","INSTRUCTION","SBMT","SDTB","LANDING","INSTRUCTION","LIGHT",NA,"SERIOUS INCIDENT","LANDING WITHOUT LANDING GEAR","ATIBAIA","SP","BRAZIL","SDTB","2009-07-14","20:00:00","YES","SERIPA-4","FINISHED","",1,"2012-08-07",3,1,NA
38358,3424,"PPDLF",288,"AIRPLANE","CIA AERONAUTICA PAULISTA","CAP-4","PISTON",1,1294,2,1947,"BRAZIL","PRI","INSTRUCTION","****","****","LANDING","INSTRUCTION","SUBSTANTIAL",NA,"ACCIDENT","LANDING BEFORE THE TRACK AREA","SOROCABA","SP","BRAZIL","****","2009-07-31","11:25:00","YES","SERIPA-4","IN PROGRESS","UNDEFINED",NA,"",0,1,NA
38359,1335,"PPFJC",4151,"HELICOPTER","HELIBRAS","AS 350 BA","TURBOSHAFT",1,4629,6,1988,"BRAZIL","ADD","DIRECT ADMINISTRATION","****","****","TAKEOFF","POLICIAL","SUBSTANTIAL",NA,"ACCIDENT","ENGINE FAILURE DURING THE FLIGHT","BRASÍLIA","DF","BRAZIL","****","2009-08-07","20:40:00","YES","SERIPA-6","FINISHED","",1,"2016-06-16",2,1,NA
38375,10384,"PTVRF",3992,"AIRPLANE","EMBRAER","EMB-810D","PISTON",2,4750,7,1994,"BRAZIL","TPP","PRIVATE","SSVI","SWLC","RUN AFTER LANDING","PRIVATE","SUBSTANTIAL",NA,"ACCIDENT","LANDING ON UNPREDICTABLE PLACE","CACHOEIRA ALTA","GO","BRAZIL","****","2009-06-29","20:10:00","YES","SERIPA-6","IN PROGRESS","UNDEFINED",NA,"",0,1,NA
38376,206,"PTKDW",3992,"AIRPLANE","CESSNA AIRCRAFT","182P","PISTON",1,2949,4,1974,"BRAZIL","TPP","PRIVATE","SJCY","SIBX","RUN AFTER LANDING","PRIVATE","SUBSTANTIAL",NA,"ACCIDENT","LOSS OF CONTROL ON THE GROUND","BURITAMA","SP","BRAZIL","****","2009-07-22","14:00:00","YES","SERIPA-4","IN PROGRESS","UNDEFINED",NA,"",0,1,NA
38377,10386,"PRLMC",918,"AIRPLANE","CESSNA AIRCRAFT","A188B","PISTON",1,4199,1,1976,"BRAZIL","SAE-AG","AGRICULTURAL","****","****","TAKEOFF","AGRICULTURAL","SUBSTANTIAL",NA,"SERIOUS INCIDENT","LOSS OF CONTROL ON THE GROUND","PARAGOMINAS","PA","BRAZIL","SNEB","2007-11-02","14:30:00","YES","SERIPA-1","FINISHED","",1,"2009-10-27",3,1,NA
38378,3858,"PPFKX",310,"AIRPLANE","AERO BOERO","AB-115","PISTON",1,1697,3,1990,"BRAZIL","PRI","INSTRUCTION","****","****","TAKEOFF","INSTRUCTION","LIGHT",NA,"SERIOUS INCIDENT","LOSS OF CONTROL ON THE GROUND","VILA VELHA","ES","BRAZIL","****","2009-08-05","15:10:00","YES","SERIPA-3","FINISHED","",NA,"",0,1,1
38379,9969,"PTAXH",213,"AIRPLANE","PIPER AIRCRAFT","PA-11","PISTON",1,1221,2,1948,"BRAZIL","PRI","INSTRUCTION","****","****","RUN AFTER LANDING","INSTRUCTION","LIGHT",NA,"SERIOUS INCIDENT","LOSS OF CONTROL ON THE GROUND","LENÇÓIS PAULISTA","SP","BRAZIL","****","2009-08-08","17:15:00","YES","SERIPA-4","IN PROGRESS","UNDEFINED",NA,"",0,1,1
38416,10404,"PTYUT",1229,"HELICOPTER","ROBINSON HELICOPTER","R44","PISTON",1,2400,4,1997,"BRAZIL","TPX","AEROTAXI","****","****","CRUISE","AEROTAXI","NONE",NA,"SERIOUS INCIDENT","LANDING ON UNPREDICTABLE PLACE","VIRADOURO","SP","BRAZIL","****","2009-08-22","03:20:00","YES","SERIPA-4","IN PROGRESS","UNDEFINED",NA,"",0,1,NA
38417,4927,"PPGXR",160,"AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","56-C","PISTON",1,1455,2,1962,"BRAZIL","PRI","INSTRUCTION","****","****","RUN AFTER LANDING","INSTRUCTION","LIGHT",NA,"SERIOUS INCIDENT","LOSS OF CONTROL ON THE GROUND","BRAGANÇA PAULISTA","SP","BRAZIL","****","2009-08-28","13:30:00","YES","SERIPA-4","IN PROGRESS","UNDEFINED",NA,"",0,1,1
38419,10406,"PRSJE",3992,"AIRPLANE","HAWKER BEECHCRAFT","C90GTI","TURBOPROP",2,10099,8,2008,"BRAZIL","TPP","PRIVATE","****","****","PARKING","PRIVATE","UNKNOWN",NA,"SERIOUS INCIDENT","AIRCRAFTS COLLISION ON THE GROUND","SÃO PAULO","SP","BRAZIL","SBSP","2009-08-26","18:00:00","YES","CENIPA","FINISHED","",1,"2014-06-02",0,4,NA
38419,34248,"N413HB",3992,"AIRPLANE","HAWKER BEECHCRAFT","HAWKER 4000","JET",2,39242,NA,0,"USA","TPP","PRIVATE","****","****","ENGINE START","PRIVATE","LIGHT",NA,"SERIOUS INCIDENT","AIRCRAFTS COLLISION ON THE GROUND","SÃO PAULO","SP","BRAZIL","SBSP","2009-08-26","18:00:00","YES","CENIPA","FINISHED","",1,"2014-06-02",0,4,NA
38419,10407,"PRONE",3992,"AIRPLANE","LEARJET","45","JET",2,20999,9,2004,"BRAZIL","TPP","PRIVATE","****","****","PARKING","PRIVATE","UNKNOWN",NA,"SERIOUS INCIDENT","AIRCRAFTS COLLISION ON THE GROUND","SÃO PAULO","SP","BRAZIL","SBSP","2009-08-26","18:00:00","YES","CENIPA","FINISHED","",1,"2014-06-02",0,4,NA
38419,10408,"PTWVG",1657,"AIRPLANE","RAYTHEON AIRCRAFT","HAWKER 800XP","JET",2,28000,10,1998,"BRAZIL","TPX","AEROTAXI","****","****","PARKING","AEROTAXI","UNKNOWN",NA,"SERIOUS INCIDENT","AIRCRAFTS COLLISION ON THE GROUND","SÃO PAULO","SP","BRAZIL","SBSP","2009-08-26","18:00:00","YES","CENIPA","FINISHED","",1,"2014-06-02",0,4,NA
38420,8855,"PTYFV",3800,"HELICOPTER","ROBINSON HELICOPTER","R22","PISTON",1,1300,2,1997,"BRAZIL","PRI","INSTRUCTION","SBJR","SBJR","LANDING","INSTRUCTION","SUBSTANTIAL",NA,"ACCIDENT","METEOROLOGICAL PHENOMENOM IN THE AIR","RIO DE JANEIRO","RJ","BRAZIL","SBJR","2009-08-21","11:20:00","YES","SERIPA-3","FINISHED","",1,"2012-08-08",4,1,NA
38421,7455,"PTEMR",3992,"AIRPLANE","EMBRAER","EMB-810C","PISTON",2,4570,6,1977,"BRAZIL","TPP","PRIVATE","****","****","LANDING","PRIVATE","LIGHT",NA,"SERIOUS INCIDENT","LANDING WITHOUT LANDING GEAR","SOROCABA","SP","BRAZIL","****","2009-08-26","18:25:00","YES","SERIPA-4","IN PROGRESS","UNDEFINED",NA,"",0,1,NA
38423,10411,"PTJLN",3992,"AIRPLANE","CESSNA AIRCRAFT","182P","PISTON",1,2949,4,0,"BRAZIL","TPP","PRIVATE","SIIM","SIIM","ASCENSION","PRIVATE","SUBSTANTIAL",NA,"ACCIDENT","ENGINE FAILURE DURING THE FLIGHT","RIO VERDE DE MATO GROSSO","MS","BRAZIL","****","2009-08-27","17:15:00","YES","SERIPA-6","FINISHED","",1,"2012-03-22",2,1,NA
38425,10412,"PRINR",3992,"HELICOPTER","ROBINSON HELICOPTER","R44 II","PISTON",1,2500,4,2006,"BRAZIL","TPP","PRIVATE","SJUY","SDRJ","LANDING","PRIVATE","SUBSTANTIAL",NA,"ACCIDENT","LANDING ON UNPREDICTABLE PLACE","NITERÓI","RJ","BRAZIL","****","2009-08-27","15:00:00","YES","SERIPA-3","FINISHED","",1,"2012-03-22",3,1,NA
38426,4574,"PTNYL",204,"AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","EMB-711ST","PISTON",1,2899,4,1980,"BRAZIL","PRI","INSTRUCTION","SDIO","SBJD","MANEUVER","INSTRUCTION","SUBSTANTIAL",NA,"ACCIDENT","ENGINE FAILURE DURING THE FLIGHT","LIMEIRA","SP","BRAZIL","****","2009-08-30","18:10:00","YES","SERIPA-4","FINISHED","",1,"2011-09-23",2,1,NA
38475,9682,"PTRHL",3992,"AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","EMB-711T","PISTON",1,2749,4,1980,"BRAZIL","TPP","PRIVATE","SSIE","SSDO","ASCENSION","PRIVATE","SUBSTANTIAL",NA,"ACCIDENT","ENGINE FAILURE DURING THE FLIGHT","CAMPO GRANDE","MS","BRAZIL","****","2008-11-28","16:15:00","YES","SERIPA-4","FINISHED","",1,"2009-09-11",9,1,NA
38495,1387,"PPGIO",212,"AIRPLANE","AERO BOERO","AB-115","PISTON",1,1697,3,1992,"BRAZIL","PRI","INSTRUCTION","****","****","RUSH ON THE GROUND","INSTRUCTION","NONE",NA,"SERIOUS INCIDENT","LOSS OF CONTROL ON THE GROUND","JUIZ DE FORA","MG","BRAZIL","SBJF","2009-04-21","15:57:00","YES","SERIPA-3","IN PROGRESS","UNDEFINED",NA,"",0,1,NA
38577,10436,"PRMYA",4834,"AIRPLANE","AIRBUS INDUSTRIE","A320-214","JET",2,169755,184,2008,"BRAZIL","TPR","REGULAR","SBJP","SBGR","CRUISE","REGULAR","NONE",NA,"ACCIDENT","METEOROLOGICAL PHENOMENOM IN THE AIR","VARGINHA","MG","BRAZIL","****","2009-09-08","21:15:00","YES","CENIPA","IN PROGRESS","UNDEFINED",NA,"",0,1,NA
38578,10437,"PRJMM",3992,"HELICOPTER","EUROCOPTER FRANCE","EC 120 B","TURBOSHAFT",1,3780,5,2009,"BRAZIL","TPP","PRIVATE","SDKD","SBGR","FINAL APPROXIMATION","PRIVATE","SUBSTANTIAL",NA,"ACCIDENT","LOW ALTITUDE MANEUVERS","GUARULHOS","SP","BRAZIL","SBGR","2009-09-03","22:00:00","YES","SERIPA-4","FINISHED","",1,"2013-12-12",3,1,NA
38579,10438,"PRDOQ",3992,"AIRPLANE","STEMME","S10-VT","PISTON",1,1873,2,1998,"BRAZIL","TPP","PRIVATE","SJHN","SSKT","LANDING","PRIVATE","LIGHT",NA,"ACCIDENT","ABOUT LANDING GEAR","SÃO JOSÉ","SC","BRAZIL","SSKT","2009-08-22","20:00:00","YES","SERIPA-5","FINISHED","",1,"2011-08-01",3,1,NA
38635,10445,"PTUKS",4086,"AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","EMB-202","PISTON",1,3968,1,1998,"BRAZIL","SAE-AG","AGRICULTURAL","SSZW","****","ANOTHER PHASE","AGRICULTURAL","SUBSTANTIAL",NA,"ACCIDENT","LOSS OF CONTROL IN THE AIR","PONTA GROSSA","PR","BRAZIL","****","2009-09-23","13:50:00","YES","SERIPA-5","FINISHED","",1,"2011-08-01",1,1,NA
38636,10446,"PTRKS",3992,"AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","EMB-711ST","PISTON",1,2899,4,1981,"BRAZIL","TPP","PRIVATE","****","****","DESCEND","PRIVATE","DESTROYED",2,"ACCIDENT","LOSS OF CONTROL IN THE AIR","LEOPOLDO DE BULHÕES","GO","BRAZIL","****","2009-09-23","00:10:00","YES","SERIPA-6","IN PROGRESS","UNDEFINED",NA,"",0,1,NA
38638,10447,"PTRYC",3992,"AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","EMB-711ST","PISTON",1,2899,4,0,"BRAZIL","TPP","PRIVATE","SBSJ","SBSR","CRUISE","PRIVATE","DESTROYED",3,"ACCIDENT","LOSS OF CONTROL IN THE AIR","SANTA ISABEL","SP","BRAZIL","****","2009-09-21","12:55:00","YES","SERIPA-4","FINISHED","",1,"2013-12-30",2,1,NA
38639,7632,"PTLMU",4159,"AIRPLANE","BEECH AIRCRAFT","58","PISTON",2,5399,6,1982,"BRAZIL","ADE","DIRECT ADMINISTRATION","****","****","RUN AFTER LANDING","POLICIAL","LIGHT",NA,"SERIOUS INCIDENT","LOSS OF CONTROL ON THE GROUND","GARÇA","SP","BRAZIL","SDGC","2009-09-21","19:00:00","YES","SERIPA-4","IN PROGRESS","UNDEFINED",NA,"",0,1,NA
38641,10449,"PTYZZ",1072,"HELICOPTER","ROBINSON HELICOPTER","R22","PISTON",1,1371,2,1998,"BRAZIL","PRI","INSTRUCTION","SBMT","SBMT","MANEUVER","INSTRUCTION","SUBSTANTIAL",NA,"ACCIDENT","FUEL STARVATION","SÃO PAULO","SP","BRAZIL","****","2009-09-25","17:30:00","YES","SERIPA-4","FINISHED","",1,"2012-07-03",12,1,NA
38643,10450,"PRHAZ",3992,"AIRPLANE","BEECH AIRCRAFT","G36","PISTON",1,3650,6,2008,"BRAZIL","TPP","PRIVATE","SBRP","SDLK","LANDING","PRIVATE","SUBSTANTIAL",NA,"ACCIDENT","LOSS OF CONTROL ON THE GROUND","MORTUGABA","BA","BRAZIL","****","2009-09-24","15:30:00","YES","SERIPA-2","FINISHED","",1,"2012-03-22",4,1,NA
38644,10451,"PTDZR",4783,"AIRPLANE","PIPER AIRCRAFT","PA-28-140","PISTON",1,2149,4,1972,"BRAZIL","PRI","INSTRUCTION","SBPR","SBBH","PARKING","INSTRUCTION","LIGHT",NA,"ACCIDENT","ANOTHER TYPES","BELO HORIZONTE","MG","BRAZIL","****","2009-09-29","21:03:00","YES","SERIPA-3","FINISHED","",1,"2015-04-15",3,1,NA
38645,2630,"PPGNU",193,"AIRPLANE","AERO BOERO","AB-115","PISTON",1,1697,2,1985,"BRAZIL","PRI","INSTRUCTION","SBGO","SBGO","ASCENSION","INSTRUCTION","SUBSTANTIAL",NA,"ACCIDENT","ENGINE FAILURE DURING THE FLIGHT","GOIÂNIA","GO","BRAZIL","****","2009-10-06","11:15:00","YES","SERIPA-6","FINISHED","",1,"2014-09-29",1,1,NA
38646,10453,"PRETT",3992,"AIRPLANE","EMBRAER","EMB-810C","PISTON",2,4570,6,1976,"BRAZIL","TPP","PRIVATE","SSBL","SDAM","LANDING","PRIVATE","SUBSTANTIAL",NA,"ACCIDENT","LANDING WITHOUT LANDING GEAR","CAMPINAS","SP","BRAZIL","SDAM","2009-10-04","18:35:00","YES","SERIPA-4","FINISHED","",1,"2012-09-20",1,1,NA
38647,9519,"PPPTJ",5009,"AIRPLANE","AEROSPATIALE AND ALENIA","ATR-42-320","TURBOPROP",2,36817,50,1991,"BRAZIL","TPR","REGULAR","SBRP","SBRJ","LANDING","REGULAR","NONE",NA,"SERIOUS INCIDENT","LANDING ON UNPREDICTABLE PLACE","RIO DE JANEIRO","RJ","BRAZIL","SBRJ","2009-09-24","13:52:00","YES","CENIPA","FINISHED","",1,"2014-02-02",2,1,NA
38655,10455,"PRSCO",5982,"HELICOPTER","SCHWEIZER","269C-1","PISTON",1,1750,2,2007,"BRAZIL","ADE","DIRECT ADMINISTRATION","****","****","ANOTHER PHASE","NOT REGULAR","DESTROYED",NA,"ACCIDENT","FUEL STARVATION","MACEIÓ","AL","BRAZIL","****","2009-10-19","18:50:00","YES","SERIPA-2","FINISHED","",1,"2011-08-29",7,1,NA
38656,10456,"PRAGB",2022,"AIRPLANE","PIPER AIRCRAFT","PA-36-300","PISTON",1,4400,1,1977,"BRAZIL","SAE-AG","AGRICULTURAL","****","****","ANOTHER PHASE","AGRICULTURAL","SUBSTANTIAL",NA,"ACCIDENT","LOSS OF CONTROL IN THE AIR","ROMARIA","MG","BRAZIL","****","2009-10-10","11:30:00","YES","SERIPA-3","FINISHED","",0,"2012-03-22",1,1,NA
38657,10457,"PTNBV",3992,"AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","EMB-710","PISTON",1,3000,4,1975,"BRAZIL","TPP","PRIVATE","SSCN","SSTL","TAKEOFF","PRIVATE","SUBSTANTIAL",NA,"ACCIDENT","LOSS OF CONTROL IN THE AIR","TRÊS LAGOAS","MS","BRAZIL","SWKF","2009-10-17","14:00:00","YES","SERIPA-6","FINISHED","",1,"2012-03-22",1,1,NA
38658,7610,"PTUEP",336,"AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","EMB-201A","PISTON",1,3968,1,1989,"BRAZIL","SAE-AG","AGRICULTURAL","****","****","LOW ALTITUDE NAVIGATION","AGRICULTURAL","SUBSTANTIAL",NA,"ACCIDENT","LOSS OF CONTROL IN THE AIR","RIO BRILHANTE","MS","BRAZIL","****","2009-10-14","21:20:00","YES","SERIPA-4","FINISHED","",1,"2011-11-04",9,1,NA
38659,1387,"PPGIO",3992,"AIRPLANE","AERO BOERO","AB-115","PISTON",1,1697,3,1992,"BRAZIL","TPP","PRIVATE","SBJF","SBJF","TAKEOFF","PRIVATE","SUBSTANTIAL",NA,"ACCIDENT","LOSS OF CONTROL ON THE GROUND","JUIZ DE FORA","MG","BRAZIL","SBJF","2009-10-20","18:00:00","YES","SERIPA-3","IN PROGRESS","UNDEFINED",NA,"",0,1,NA
38660,10460,"PPAFM",3992,"AIRPLANE","EMBRAER","EMB-500","JET",2,10471,6,2009,"BRAZIL","TPP","PRIVATE","****","****","RUN AFTER LANDING","PRIVATE","SUBSTANTIAL",NA,"ACCIDENT","SYSTEM / COMPONENT FAILURE","ANGRA DOS REIS","RJ","BRAZIL","SDAG","2009-10-12","16:10:00","YES","SERIPA-3","FINISHED","",0,"2016-07-07",3,1,1
38675,9522,"PTAQO",3992,"AIRPLANE","CESSNA AIRCRAFT","170A","PISTON",1,2200,4,1949,"BRAZIL","TPP","PRIVATE","****","****","TAKEOFF","PRIVATE","SUBSTANTIAL",NA,"ACCIDENT","ENGINE FAILURE DURING THE FLIGHT","CAMPO GRANDE","MS","BRAZIL","SSAY","2009-10-27","20:30:00","YES","SERIPA-4","FINISHED","",1,"2011-08-29",1,1,NA
38676,10462,"PTGUD",98,"AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","EMB-201A","PISTON",1,3968,1,1980,"BRAZIL","SAE-AG","AGRICULTURAL","****","****","SPECIALIZED","AGRICULTURAL","SUBSTANTIAL",NA,"ACCIDENT","LOW ALTITUDE MANEUVERS","SÃO BORJA","RS","BRAZIL","SSSB","2009-10-19","21:00:00","YES","SERIPA-5","IN PROGRESS","UNDEFINED",NA,"",0,1,NA
38677,10463,"PTVMY",3992,"AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","EMB-720D","PISTON",1,3600,7,1991,"BRAZIL","TPP","PRIVATE","SIXM","SBEK","TRAFFIC CIRCUIT","PRIVATE","SUBSTANTIAL",NA,"ACCIDENT","ENGINE FAILURE DURING THE FLIGHT","JACAREACANGA","PA","BRAZIL","SBEK","2009-10-28","11:32:00","YES","SERIPA-1","FINISHED","",1,"2012-03-22",2,1,NA
38815,10464,"PREJP",1821,"AIRPLANE","CESSNA AIRCRAFT","152","PISTON",1,1668,2,1978,"BRAZIL","PRI","INSTRUCTION","SBJD","SBJD","RUN AFTER LANDING","INSTRUCTION","SUBSTANTIAL",NA,"ACCIDENT","LOSS OF CONTROL ON THE GROUND","JUNDIAÍ","SP","BRAZIL","****","2009-12-20","21:10:00","YES","SERIPA-4","FINISHED","",1,"2014-08-22",0,1,1
38816,5730,"PTEVH",3992,"AIRPLANE","EMBRAER","EMB-810C","PISTON",2,4570,7,1979,"BRAZIL","TPP","PRIVATE","SBTF","SWFN","RUN AFTER LANDING","PRIVATE","SUBSTANTIAL",NA,"ACCIDENT","COLLISION AGAINST OBSTACLE ON THE GROUND","TAPAUÁ","AM","BRAZIL","****","2009-11-28","14:30:00","YES","SERIPA-7","FINISHED","",1,"2016-04-22",0,1,NA
38818,10466,"PRMTL",4815,"AIRPLANE","BOEING COMPANY","727-2J7","JET",3,195000,173,0,"BRAZIL","TPR","REGULAR","****","****","FINAL APPROXIMATION","REGULAR","SUBSTANTIAL",NA,"ACCIDENT","METEOROLOGICAL PHENOMENOM IN THE AIR","MANAUS","AM","BRAZIL","SBEG","2009-12-17","14:49:00","YES","CENIPA","IN PROGRESS","UNDEFINED",NA,"",4,1,NA
38819,6063,"PTGYJ",121,"AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","EMB-201A","PISTON",1,3968,1,1982,"BRAZIL","SAE","SPECIALIZED","****","****","SPECIALIZED","SPECIALIZED","SUBSTANTIAL",NA,"ACCIDENT","ENGINE FAILURE DURING THE FLIGHT","CACHOEIRA DO SUL","RS","BRAZIL","****","2009-12-16","15:30:00","YES","SERIPA-5","FINISHED","",1,"2012-03-22",1,1,NA
38820,8132,"PTYAS",3992,"HELICOPTER","ROBINSON HELICOPTER","R44","PISTON",1,2398,4,1994,"BRAZIL","TPP","PRIVATE","****","****","CRUISE","PRIVATE","SUBSTANTIAL",NA,"ACCIDENT","ENGINE FAILURE DURING THE FLIGHT","LOANDA","PR","BRAZIL","****","2009-12-04","18:00:00","YES","SERIPA-5","FINISHED","",1,"2011-08-29",2,1,NA
38835,10469,"PTNKJ",3992,"AIRPLANE","NEIVA INDUSTRIA AERONAUTICA","EMB-711C","PISTON",1,2649,4,1977,"BRAZIL","TPP","PRIVATE","SWUZ","SBGO","TAKEOFF","PRIVATE","SUBSTANTIAL",NA,"ACCIDENT","ANOTHER TYPES","PLANALTINA","GO","BRAZIL","****","2009-12-29","14:45:00","YES","SERIPA-6","FINISHED","",1,"2011-08-01",1,1,NA
38837,10470,"PTYDW",317,"HELICOPTER","ROBINSON HELICOPTER","R22 BETA","PISTON",1,1369,2,1998,"BRAZIL","PRI","INSTRUCTION","****","****","LANDING","INSTRUCTION","LIGHT",NA,"ACCIDENT","HARD LANDING","PORTO ALEGRE","RS","BRAZIL","SSBN","2009-10-10","15:20:00","YES","SERIPA-5","IN PROGRESS","UNDEFINED",NA,"",0,1,NA
38838,10471,"PTJOE",3992,"AIRPLANE","CESSNA AIRCRAFT","U206F","PISTON",1,3600,6,1974,"BRAZIL","TPP","PRIVATE","SBMA","****","TAKEOFF","PRIVATE","SUBSTANTIAL",NA,"ACCIDENT","LOSS OF CONTROL IN THE AIR","ELDORADO DOS CARAJÁS","PA","BRAZIL","****","2009-11-04","17:30:00","YES","SERIPA-1","FINISHED","",1,"2012-06-15",2,1,NA
38839,10472,"PRKKR",3992,"AIRPLANE","CESSNA AIRCRAFT","T210R","PISTON",1,4100,6,1985,"BRAZIL","TPP","PRIVATE","SBBH","SBJD","CRUISE","PRIVATE","SUBSTANTIAL",NA,"ACCIDENT","FUEL STARVATION","PINHALZINHO","SP","BRAZIL","****","2009-11-22","19:20:00","YES","SERIPA-4","FINISHED","",1,"2014-08-15",0,1,NA
38840,10473,"PTWFG",5159,"AIRPLANE","AIR TRACTOR","AT-401B","PISTON",1,6000,1,1995,"BRAZIL","SAE","SPECIALIZED","****","****","TAKEOFF","SPECIALIZED","SUBSTANTIAL",NA,"ACCIDENT","COLLISION AGAINST OBSTACLE ON THE GROUND","TRÊS LAGOAS","MS","BRAZIL","****","2009-11-13","10:30:00","YES","SERIPA-4","FINISHED","",1,"2012-02-22",2,1,NA
